"Sentence";"Word"
"And given the rate at which techniques are being  improved, and the amount of effort being devoted by scientists around the world, what might 200,000 man-years actually boil down to, in calendar terms ?";"to boil down to"
"There is a basic human emotion which gnaws at the viscera whenever animal life is subject to human intervention, and a Gothic distrust of loopy scientists creating freaks.";"freak"
"There is a basic human emotion which gnaws at the viscera whenever animal life is subject to human intervention, and a Gothic distrust of loopy scientists creating freaks.";"to gnaw"
"Brian Richards is an evangelist. A shortish, slightly florid man, he speaks with a quiet but intense Welshness that pulls you forward by the ears.";"florid"
"A small adjustment to the seed�s internal clock - in effect, thinning the husk to cut the germination time - might be all it needs to ensure that Beanz Meanz British. The US will lose a slice of its traditional export market, but who will weep about that?";"to weep"
"Boundaries between species may, in the public mind, be the most scary ones to breach, but they are not the only barriers destined to fall.";"to breach"
"Boundaries between species may, in the public mind, be the most scary ones to breach, but they are not the only barriers destined to fall.";"scary"
"Like Noah, his committee stands at the gangplank of the ark, punching out tickets to the future: this new species can come on board, that new species can�t. How can mere mortals handle such responsibility?";"ark"
"Like Noah, his committee stands at the gangplank of the ark, punching out tickets to the future: this new species can come on board, that new species can�t. How can mere mortals handle such responsibility?";"gangplank"
"the answer lies with a weird bit of microscopic sexual perversity involving a bacterium called Agrobacterium";"weird"
"He is a gene-splicer, a Welsh wizard whose bag of tricks is the human body and whose unquenchable ambition is to do a vanishing act with desease.";"wizard"
"He�s a crook; and that�s not something that can be argued about.";"to argue about"
"Final notice: Unless your outstanding account is paid within seven days of the date on this notice, we regret that we shall be obliged to cut off your supply of electricity.";"to cut off (1)"
"It was quite an important journal of its kind, but he was ambitious and hankering for Fleet Street.";"to hanker after/for"
"She got rid of nearly all the raw fish without hankering much after a gravy dinner and cider.";"to hanker after/for"
"The old man slowly accustomed himself to life without companionship.";"to accustom oneself to"
"Don�t forget to ask after your uncle when you see Mary this afternoon.";"to ask after"
"I�ll arrange for the parcel to be delivered first thing tomorrow.";"to arrange for"
"The whole of life on the earth might be wiped out with little compunction.";"to wipe out"
"He stuffed down quantities of bread, trying to stave off increasing stabs of hunger.";"to stave off"
"Mr Murray was aroused from his slumber by his wife whispering urgently in his ear, ""There�s a burglar downstairs!""";"to arouse (from)"
"The spokesman said that Australia, Canada and New-Zealand would not gang up against Britain�s joining the Common Market.";"to gang up against/on"
"I�ve arranged for a car to pick them up at the station.";"to arrange for"
"""We haven�t any nylon net curtains in stock just at present; but they should come in any moment now"".";"to come in (3)"
"""Where is he now, locked up?"" ""No, he�s dead.""";"to lock up (in)"
"The fourth-generation machine could gobble up work at a quite fantastic rate.";"to gobble up"
"Two detectives have been taken off the inquiry to help with a murder case.";"to take off"
"Local fighting might spark off a major war..
The notorious third Reith lecture sparked off the present wave of preoccupation on the subject of sex.";"to spark off"
"Here is Claudian�s description of the show put on by Manlius Theodorus in AD 399.";"to put on"
"It would be unwise to assume that the July elections will  usher in a new millenium.";"to usher in"
"[B3] He boiled a boring rigmarole down to one or tow brief sentences.";"to boil down to"
"An operations room was set up in the Home Office with teleprinter links nad weather charts.";"to set up"
"Our teams have notched up a number of wins in matches against visiting sides.";"to notch up"
"His condition will not improve until the cause from which it arises is removed.";"to arise from"
"He came over as a fine politician. R&C";"to come over (3)"
"Don�t ignore his threats to report you: he�ll have to be bought off.";"to buy off"
"I only wanted a little equipment for my research, but it was like asking for the moon.";"to ask (for)"
"I�ve been putting it off and not thinking about it, hoping that something would turn up.";"to put off"
"Your son is doing his best to atone for his bad behaviour last night.";"to atone for"
"He was seldom called upon to speak at these gatherings.";"to call on/upon (to do sth)"
"Those brakes can�t be banked on if we have to pull up suddenly.";"to bank on (2)"
"""I can�t live on air!""";"to live off/on"
"We�re trying to push legislation through before the Christmas recess.";"to push through"
"Did you come across any old photographs of the family when you were looking through the lumber-room?";"to come across"
"Streets of terrace houses have been torn down to make way for blocks of council flats.";"to tear down"
"You know, you remind me of a bloke I bumped into once, just the other side of the Guildford bypass.";"to bump into"
"Their translation into reality is put off until the Greek Calends.";"to put off"
"""I will now call on Mr White to propose a vote of thanks to the Committee.""";"to call on/upon (to do sth)"
"""You�ve got the job? This calls for a drink!""";"to call for"
"We notched up one or two rabbits in a day�s shooting.";"to notch up"
"If ever the two boys tried to tease their sister, all her friends used to gang up on them.";"to gang up against/on"
"He grasps at things greedily, like a child, just because he hasn�t any inner certainty to fall back on.";"to fall back on (sth) (fig)"
"And if the scheme didn�t work there was always the Home Secretary�s plan to fall back on.";"to fall back on (sth) (fig)"
"An anonymous well-wisher bailed the prisoners out.";"to bail out"
"It is high time that the government grappled with the ever-growing unemployment in the country. OD";"to grapple with"
"The police warned the public that it would be dangerous to grappple with the wanted man, as he was armed and dangerous.";"to grapple with"
" The workman had a finger cut off by the machine he was operating- a moment of inattention, and it was too late.";"to cut off (2)"
"I hope you came by all that money honestly. OD";"to come by"
"He came over as a fine politician. R&C
It gives me a pain in the neck watching that fool coming it over people who are ten times better at the job than he is.";"to come over (2)"
"A back-bencher is bringing in a Bill designed to remove the present anomalies in the Purchase-Tax Schedule.";"to bring in"
"Napier broke off the pursuit.";"to break off"
"Legislation is being brought in to revise the Homicide Act.";"to bring in"
"Burnt-out armatures in most cases are rewound. OD";"to burn out (3)"
"""If you�re trying to buy me off, I�m afraid you�ve come to the wrong person.""";"to buy off"
"The identification of blood groups and the analysis of ink in forged documents can call for considerable skill.";"to call for"
"How many of the cars have been called in?";"to call in"
"In the first six months of this year the hotel-owner will have chalked up, round the world, thirteen opening ceremonies.";"to chalk up"
"I came across an old friend in Oxford Street this morning.";"to come across"
"It all boils down to the same thing.  R&C";"to boil down to"
"Of course, she tries to win sympathy by coming the badly-used little woman over everybody.";"to come over (3)"
"The Minister said that this Government had done more than any other to combat inflation. It was a record of which they could justifiably boast.";"to boast (about/of)"
"One of my bonds came up in the last draw: I won a $25 prize.";"to come up"
"""Why don�t you stay at home tomorrow? I can call you if anything crops up in the office."" OD";"to crop up"
"While they were arguing about who should cook the dinner, the dog ran off with the meat.";"to argue about"
"Receipts from the mails go straight to the US Treasury, which then doles out only whatever sum is authorized by the purse-holders on Capitol Hill.";"to dole out"
"When I apologized for the mess in his car, he drew himself up, looked me in the face, and said: ""Sir, it�s an honour.""";"to draw oneself up"
"Fresh soldiers were drummed up from a nearby wood.";"to drum up"
"If the men didn�t respond to a reasoned approach there were other methods we could fall back on.";"to fall back on (sth) (fig)"
"I tried to remove the grease spots from the wall but they wouldn�t wash off.";"to wash off"
"He neatly fended off a jab at his chest.";"to fend off"
"Don�t expect him to approve of your design straight away.";"to approve of (2)"
"It�s difficult to come by first editions of Pope�s works.";"to come by"
"Robert�s manner changed in an instant. He drew himself up portentously, walked stiff-legged over to the table, and sat down.";"to draw oneself up"
"His horse balked at the water jump";"to balk at"
" When Mrs Hughes discovered that her husband had asked his secretary out to dinner, she was furious.";"to ask out (to)"
"The other side clearly doesn�t regard such agreements as binding: they can be torn up at will. OD";"to bring in"
" A group of Britons have chalked up a British record by descending nearly 4000 feet down a cave in France.";"to chalk up"
"""Aren�t you asking rather a lot of your son- expecting him to ve top of his class in every subject?""";"to ask (of)"
"When he was found guilty, he asked for fifteen other offences to be taken into consideration.";"to ask (for)"
"""We did it, we�ve pulled it off, we�ve won.""";"to pull off"
"If you get into difficulties, don�t hesitate to ask for advice.";"to ask (for)"
"The first wave of assault troops was mown down before it had passed through its own wire.";"to mow down"
"""Aren�t they getting married then?"" ""No, they�ve broken it off.""";"to break off"
"I�ve been asked out for the evening by the boy next door.";"to ask out (to)"
"The Minister said that it was not the duty of any government to prop up a failing company, no matter how prestigious its name. OD";"to prop up"
"The minister has managed to drum up some support for the idea.";"to drum up"
"Her accusation took in not only Mrs Curry, but Mrs Craddock also.";"to take in"
"""May I ask a favour of you? Would you lend me your lecture notes?""";"to ask (of)"
"The dog went off to fetch in the dead rabbit. It was peppered with shot all down one side.";"to pepper with"
"""I�ll get a guide to show you over the factory.""";"to show over"
"I wish he�d stop holding up the elder brother as an example to emulate; it�s bad for the young one�s confidence.";"to hold up as an example"
"You can�t expect the man to work seven days a week: that�s too much to ask (of anyone).";"to ask (of)"
"Even those who seemed to have good reason to criticize have backed down. OD";"to back down"
"Our accountant balked at the high cost of the new proposals";"to balk at"
"Stupidly, I had only banked on catching two or three animals, so had not brought a really large cage with me.";"to bank on (1)"
" A day in town isn�t much fun if you have to tug a couple of children around with you.";"to tug across, along, away etc"
"On which part of the brain does this drug act?";"to act  on/upon (1)"
"For four days and nights the curve continued to decline but on the fifth day the decline eased off.";"to ease off"
"It�s awful to be afflicted with a sense of inferiority.";"to afflict with"
"""Have you ever been advised on the best way of exploiting your talents as a singer?""";"to advise on"
"His statement admits of one interpretation only: that he was fully aware of what he was doing.";"to admit of"
"Jenkins was well adjusted to the society in which he lived.";"to adjust (oneself) to"
"We decided to adhere to our original plan, in spite of the appalling weather.";"to adhere to (1)"
"There are two questions to which I will address myself in this lecture.";"to address oneself to"
"He was addicted to Westerns through regular attendance at the Saturday-morning shows for children.";"addicted (to)"
"The children are all safely tucked up in bed.";"to tuck up (in bed)"
"""Does the sea-air agree with you?"" ""Rather! I thrive on it.""";"to agree with"
"The ships were found to be unsuitable for the conditions to which they had supposedly been adapted.";"to adapt to"
"It seemed as though the two sides would never agree (on an end to hostilities)";"to agree (on/upon)"
"If my advice had been acted upon, the firm would not have gone bankrupt.";"to act on/upon (2)"
"During the sergeant-major�s absence on a training course, the senior sergeant acted for him.";"to act for"
"You should try to acquaint yourself with the facts, before you express an opinion.";"to acquaint with"
"You�ll soon get accustomed to the change of climate.";"to accustomed to"
"She thought she would never accustom herself to eating nothing but fruit and vegetables.";"to accustom oneself to"
"I�ve been accused of many things in my life, but never of cowardice.";"to accuse (of)"
"""The record-player�s out of order."" ""Oh, that would account for the strange noise it�s making.""";"to account for"
"His behaviour does not accord with my idea of a gentleman.";"to accord with"
"The Chairman of the housing committee delibaretely absented himself from the meeting, realizing that he could not face up to the criticisms of his opponents.";"to absent oneself (from)"
"""You have twice absconded from an open prison, where you had every opportunity of living a reasonable, if restricted, life, "" said the magistrate. """;"to abscond (from)"
"The new teacher was very slow to adapt to the unusual rules of the school.";"to adapt (oneself) to"
"If you insist on carrying out this mad experiment I won�t answer for the consequences.";"to answer for (1)"
"""What are you two arguing about?""";"to argue about"
"If my plan isn�t approved of by the Committee, all my work will have been wasted.";"to approve of (2)"
"""His new mother-in-law doesn�t exactly approve of him, does she?""";"to approve of (1)"
"Nobody was willing to apprise the President of the great danger in which the country stood.";"to apprise of"
"Those over fifty need not apply.";"to apply (to) (for)"
"Had he applied himself as enthusiastically to work as to pleasure he might have been very successful.";"to apply oneself to"
"The categories to whom the charges do not apply are: persons under the age of 21 and old age pensioners.";"to apply (to)"
"They all seemed very concerned; and your health was asked after.";"to ask after"
"""What�s the holdup?"" We�re usually on our way by now.""";"to hold up (1)"
"Once the price for the land has been agreed upon, we can go ahead and build the house.";"to agree (on/upon)"
"They all agree with me except one person: Mr Johnson is the one for whom I can�t answer.";"to answer for (2)"
"After the holdup, the gang got away in a fast car. OD
in current usage nom is holdup (without a hyphen)";"to hold up (2)"
"His total wordly possessions amounted to little more than the clothes he stood up in.";"to amount to"
"He�d become accustomed to having his meals brought to him.";"to accustomed to"
"This language abounds in difficulties for the foreign learner.";"to abound in"
"Mr Pearson�s income allows of no extravagance in his way of living.";"to allow of"
"How much time has been allotted to this work?";"to allot (to)"
"This small country is now aligned with a major power.";"to align (oneself) with"
"The MP�s views on Britain�s joining the European Economic Community alienated him still further from some of his colleagues.";"to alienate from"
"I don�t understand that girl�s behaviour. What�s she aiming at?";"to aim at (2)"
"I don�t know at which union the Minister�s remarks were aimed, but he ought not to say such things.";"to aim at (1)"
"That hot, damp climate didn�t agree with him - he always felt tired or unwell.";"to agree with"
"He�s not used to being apologized to";"to apologize (to) (for)"
"Take good care to lock away your jewellery before going away on holiday.";"to lock away/up (in)"
" [A1] She was stoking up as though this meal was going to be her last.";"to stoke up (with)"
"Today these practices are no more, but their memory lingers on.";"to linger on"
"The police warned the public that it would be dangerous to grappple with the wanted man, as he was armed and dangerous.";"to grapple with"
"The loud-speakers in the square poured forth a continuous programme of martial music.";"to pour forth/out"
"I know that when the collection box comes round I shall be expected to shell out the most.";"to shell out"
"""For heaven�s sake, shut him up: he�s said quite enough already.""";"to shut up"
"We let the wretched man pour out his tale of woe.";"to pour forth/out"
"My ancestors came over with the Normans.";"to come over (2)"
"The old sense of being subservient to those mysterious Powers which had to be appeased and humoured was gone. Perhaps it had ebbed away during those lonely nights in bed....";"to ebb away"
"Modern industry abounds in opportunities for young men with imagination.";"to abound in"
"After being confronted with our evidence, the other side had to back down.";"to back down"
"She apologized profusely for treading on my toe.";"to apologize (to) (for)"
"My pulse rate would suddenly shoot up alarmingly.";"to shoot up"
"He looked casually to left and right and, when the flow of traffic had eased off, crossed the road.";"to ease off"
"Things were always cropping up which forced Ned to demonstrate who was the boss.";"to crop up"
"The tension between the two countries has eased off.";"to ease off"
"When the present government came in the country was in a difficult financial situation.";"to come in (1)"
"""Yes, I understand the scheme perfectly; but I don�t see where I come in"" OD";"to come in (2)"
"The warm gases bubbled up through the water.";"to bubble up"
"""You�re working too hard; you�d better ease off.""";"to ease off"
" Don�t let an untrained person tamper with the electrical circuits.";"to tamper with"
"For if Isabel had fallen in love with Alec, would she have fallen in with his scheme for getting hold of Irma?";"to fall in with"
"No settlement of the dispute is in sight.The talks were broken off an hour ago and will not be resumed today.";"to break off"
"Don�t forget that one day you�ll have to answer for your foolish behavour - perhaps to the police, even.";"to answer for (1)"
"He was still wrestling with uncertainty over his religious faith.";"to wrestle with"
"The worst road hold-ups were on the A74 Glasgow to Carlisle road.";"to hold up (1)"
"The factory was completely burnt out. OD
usu passive or adj.";"to burn out (2)"
"""I want you to come off that fraud case,"" said the inspector. "" I�ve got some more urgent work for you to do.""";"to come off (5)"
"Their attempt to rob the mail-train didn�t come off.";"to come off (4)"
"""Do these knobs come off?"" ""No, they�re fixed on permanently.""";"to come off (3)"
"When I lifted the jug up, the handle came off.";"to come off (2)"
"How would you like to come over to us? You could double your salary within a year. OD";"to come over (to)"
"If you can get leave, please come over this weekend.";"to come over (4)"
"The tide�s out now, but it starts to come in at about six o�clock. OD";"to come in (5)"
"[B2] ""If you squeeze any more into the back of the car you�ll be stopped by the police.""";"to squeeze in/into"
"He aimed his gun at  a policeman, and fired.";"to aim at (1)"
"Ships held up by the strike of dockers at Livrpool";"to hold up (1)"
"You�d better apologize to Mary for not writing to her earlier.";"to apologize (to) (for)"
"Nurse Ellen had tucked her up and left her to sleep.";"to tuck up (in bed)"
"The police warned the public that it would be dangerous to grappple";"to grapple with"
"For further information, apply to the Secretary of the Company.";"to apply (to) (for)"
"He was still wrestling with uncertainty over his religious faith.";"to wrestle with"
"These questions, long wrestled with, were now resolved.";"to wrestle with"
"(ironic) - ""You can never accuse Cyril of overwork.""";"to accuse (of)"
"Are you acquainted with the works of Maria Edgeworth? OD";"to acquaint with"
"It admits of no delay  R&C";"to admit of"
"Unless they abide by the rules of the club, they will have to leave. OD";"to abide by"
"He led most of the way but suddenly lost his strength and came in last.";"to come in (4)"
"The two men agreed to abide by the referee�s decision.";"to abide by"
"That�s not something that has to be apologized for.";"to apologize (to) (for)"
"His responsible position allowed of no unseemly behaviour in public.";"to allow of"
"He will take all the instruction you can give him - he just laps it up.";"to lap up"
"Don�t ask them to organize your itinerary; they made a complete mess-up of ours.";"to mess up"
"It was a good scheme and it nearly came off.";"to come off (4)"
"The journalist had just come off an assignment which had taken him half way round the world.";"to come off (5)"
"As the first rocket burns out, the second-stage motor ignites.";"to burn out (1)"
"Burned-out lorries lined both sides of the road.";"to burn out (2)"
"(headline) Industry hit by docks holdup.";"to hold up (1)"
"He flung up an arm to ward off the blow.";"to ward off"
"He had beem pondering the great decision. Now his mind was made up.";"to make one�s/sb�s mind up"
"All the evidence argued against the theory that the disease was transmitted by water.";"to argue against"
"The countryside abounds in wild life of every kind.";"to abound in"
"""I now have no alternative to sending you to a closed prison for the completon of your sentence.""";"to abscond (from)"
"Aunt Annabel had slipped in early with three cats playfully following the trailing cord of her dressing-gown.";"to slip in/into"
" ""Don�t worry, Johnnie,"" she said. ""I�m not prophesying ruin. You�ll get by - indeed, you�ll probably drift from strength to strength, but I don�t want to go with you.""";"to get by"
"My information does not accord with what this report states.";"to accord with"
"Peter must be ill; it�s the only thing that will account for his strange behaviour.";"to account for"
"The Department of Social Security have put out a pamphlet explaining the new rates of pension for retired people.";"to put out"
"Where is the family to which the big house was allotted?";"to allot (to)"
"The Communist Party unexpectedly aligned itself with the Christian Socialists.";"to align (oneself) with"
"Masked men held up a wages van in South London.
in current usage nom is holdup (without a hyphen)";"to hold up (2)"
"Ned left off talking about the firm";"to leave off"
"My opinion is that you are the best man for the job, but I can�t answer for the other members of the committee, of course.";"to answer for (2)"
"The cult of success by which he lived could allow of no tolerance of his parents.";"to allow of"
"I met John yesterday: he was asking after you.";"to ask after"
"The old lady never seemed to have much money, but somehow she managed to get by - though I don�t know how. OD";"to get by"
"That poor woman seems to be more neurotic every time I";"to answer for (1)"
"Life, Mr Charlton felt, was ebbing away from him.";"to ebb away"
"The British National Debt amounts to many thousands of millions of pounds.";"to amount to"
"The harbour redevelopment was put through in record time.";"to put through"
"The spread of disease among the refugees at last aroused local people from their indifference towards these unhappy people.";"to arouse (from)"
"[A3] The good advice we gave him boiled down to this: that after tea he should stroll to the window.";"to boil down to"
"He was found of boasting about his war record. In fact, as far as one could gather, he had spent the war years at Clacton-on-Sea.";"to boast (about/of)"
"Alfred�s teacher accused him of cheating in the examination.";"to accuse (of)"
"My French pen-friend is coming over for a holiday this summer. OD";"to come over (4)"
"At a crucial point in the war, one of the enemy�s most powerful allies came over to our side.";"to come over (to)"
"The first time the baby played with the toy, a lot of the paint came off. OD";"to come off (2)"
"""The lid of this tin won�t come off for me; can you move it?"" OD";"to come off (3)"
"The banked-on change of heart did not take place after all.";"to bank on (1)"
"You can bank on this creamy-white wool.";"to bank on (2)"
"If this is the kind of thing you and your pals dole out for the proletariat and its poor, grubby artists, you had better think again.";"to dole out"
"There�s a sporting chance that she will be on time";"sporting chance"
"He had a way of shrugging off criticism as though it were beneath his notice.";"to shrug off"
"The company�s losses this year arise almost entirely from the new taxes.";"to arise from"
"I don�t think I shall ever adapt myself to this hot climate.";"to adapt (oneself) to"
"He resolutely adhered to what he had said at the meeting; he had not changed his mind in any way.";"to adhere to (1)"
"This paint will adhere to any surface, whether rough or smooth";"to adhere to (2)"
"Acting on your recommendation, I have decided to emigrate to Australia.";"to act on/upon (2)"
"These pills act on the liver.";" to act on/upon"
"The whole district is being built up; soon you won�t be able to see the fields for bricks and mortar.";"to build up"
"The Army is callin in all the unwanted ammunition.";"to call in"
"This is a specious philosophy to which too many have been won over.";"to win over (to)"
"Forensic science takes in criminology, whcih cobers the causes of crime.";"to take in"
"Instead of bothering to fend off the sneer, I just said simply, ""Yes"".";"to fend off"
"You�ll have to account to me if anything happens to this girl while she is in your care.";"to account to"
"We�ll have to adapt this building to the needs of the old people who are going to live in it.";"to adapt to"
"The report describes the negotiations which led up to the settlement.";"to lead up to"
"Should you add in the lemon juice before or after mixing the flour and sugar?";"to add in"
" [A3] He would stoke up with food and drink for thirty-six hours.";"to stoke up (with)"
"As she tucked up her little daughter in bed shortly afterwards, a look of reproach came over the little one�s face.";"to tuck up (in bed)"
"Production of small vehicles was deliberately tapered off to allow for re-tooling of part of the works.";"to taper off"
"It isn�t pleasant to see a lot of young men ganging up against their distinguished, if aging, seniors.";"to gang up against/on"
"He believed he had been looking forward to falling in with Alec�s request.";"to fall in with"
"I think you can now consider your unfortunate mistake to be fully atoned for.";"to atone for"
"When his father died, Paul had to address himself to the business of earning his own living.";"to address oneself to"
"The two things that Appleby is most addicted to are big cars and big cigars.";"addicted (to)"
"It was difficult to pin down exactly what it was in her that pleased him so much.";"to pin down"
" I don�t feel well. That meat pie hasn�t agreed with me.";"to agree with"
"They have arranged for the old man to be buried alongside his wife.";"to arrange for"
"You�ll just have to accustom yourself to the new conditions and stop complaining.";"to accustom oneself to"
"Conditions here are not what she�s accustomed to.";"to accustomed to"
"When I was a teacher I always made a point of acquainting myself with the home background of all my pupils.";"to acquaint with"
"Do these people live off human flesh?";"to live off/on"
"The union leadership stepped in and made the strike official.";"to step in"
"Sir Alexander Fleming alighted on the antibiotic properties of penicillin while he was engaged on research of a quite different nature.";"to alight on"
"The man�s unsociable behaviour gradually alienated him from all his friends.";"to alienate from"
"Officers who couldn�t stand the strain were to be weeded out and replaced.";"to weed out"
"Since old Mr Smith fell ill, his son has been acting for him in all his affairs.";"to act for"
"Mr Appleby aimed at a rabbit, but hit a bird.";"to aim at (1)"
"We hope for a sharp step-up in production";"to step up"
"On this we can agree: no sale before January";"to agree (on/upon)"
"John�s very lucky; he�s always coming up on the (football) pools.";"to come up"
"This grandfather was slightly easier to deal with, because it was sometimes possible to head him off; he did have one other topic that interested him.";"to fend off"
" I wish you wouldn�t afflict me with your constant complaints.";"to afflict with"
"John makes a good living advising on interior decoration and lighting";"to advise on"
"His problems did not really admit of any solution.";"to admit of"
"I don�t think I shall ever be able to adjust myself to life in this remote place.";"to adjust (oneself) to"
"The oil-producing countries threatened to cut off all supplies of petrol to Europe unless their terms were met.";"to cut off (2)"
"He was a brilliant industrial diplomat, who presided over banquets and regally entertained foreign potentates.";"to lead up to"
"The trade union side did not consider it a waste of time to haggle over the finer points of the package deal.";"to haggle (over)"
"It isn�t just a seat in the Cabinet at which he�s aiming, but the Prime Ministership itself!";"to aim at (2)"
"Miss O�Hara has just applied to the Coal Board for a job.";"to apply (to) (for)"
"We shall have to weed the herd out crefully if we hope to improve the breed.";"to weed out"
"Generals were in the greatest awe of him and shut up like an oyster in his presence.";"to shut up"
"Later, Mother slipped into the children�s room to make sure they were all asleep.";"to slip in/into"
"First are the miners, whose demands for $40 a week could spark off an uncontrolled wages rush in the autumn.";"to spark off"
"Local fighting might spark off a major war.";"to spark off"
"[A1] ""Squeeze in and try to get a seat near the window.""";"to squeeze in/into"
" It all boils down to the same thing.  R&C
[B3] The disagreements over nationalization can be boiled down to differences in their view of socialism. OD";"to boil down to"
"Only the sure prospect of relief staved off utter despair.";"to stave off"
"Seeing that I was lost for an answer, John stepped in to save the situation.";"to step in"
"I�m tired of shelling out on repairs to this car.";"to shell out"
"It was only when he was twenty-one that he became apprised of his true origin.";"to apprise of"
"The Minister of Commerce set up an emergency committee today to ensure the maintenance of bread supplies.";"to set up"
" [B1] It�s his job to see that the boilers are stoked up last thing at night.";"to stoke up (with)"
"These tours ook in every part of the British Empire.";"to take in"
"If you apply yourself to the job in hand, you�ll soon finish it.";"to apply oneself to"
"""You can see someone has tried to break into the flat; the lock�s been tampered with."" OD";"to tamper with"
"""You could try tapping Mr Young for a few hints as to how the exam went.""";"to tap (for)"
"Things have cropped up that make my position here rather difficult, for myself and others.";"to crop up"
"A heavy lorry skidded across the fast lane of the motorway and tore down a section of the crash barrier on the central reservation.";"to tear down"
"The duties and privileges appertaining to the post of warden of the students�residence have never been officially stated.";"to appertain to"
"To ward off the feeling, I drank the whisky quickly.";"to ward off"
"""Wash that dirt off your fingers before coming to the table.""";"to wash off"
"Resources allotted to these operations should be stepped up.";"to step up"
"I�ve sorted the list out; now don�t mess it up again.";"to mess up"
"Have you approached the manager about taking a day off next week?";"to approach (about)"
"Imperial powers throughout history have always tended to gobble up their weaker neighbours.";"to gobble up"
"Let�s not haggle over the odd few pounds in the price. Shall we settle at a round figure of $250?";"to haggle (over)"
"Irma could call him the silliest things - ""treasure"", ""little sparrow""- and he would lap them up.";"to lap up"
"""This business is not so important that it needs to be wrangled over. Sit down and discuss things calmly.""";"to wrangle (about/over)"
"Every event in Oswald�s life led up to that moment.";"to lead up to"
"The rain hadn�t left off (or: It hadn�t left off raining)";"to leave off"
"Some of the cattlemen of Africa live entirely off the produce of their herds.";"to live off/on"
"""You�re old enough to take a drink if you want one. I don�t keep it locked up.""";"to lock away/up (in)"
"We shall do what we can to stop prices shooting up still further.";"to shoot up"
"""Look, I�ve made up my mind. I want to have the party here.""";"to make one�s/sb�s mind up"
"It is the happy custum for the Viennese to usher in the New Year with a concert of music by Strauss.";"to usher in"
"And - this is the part I can�t pin down in words- he had conveyed, to the right onloker, that he knew what he was doing.";"to pin down"
"The loud-speakers in the square poured forth a continuous programme of martial music.";"to pour forth/out"
"Every time he pulled off a big deal it made a paragraph in the ""Sentry"".";"to pull off"
"You can�t push proposals on this sort of scale through the Finance Committee. OD";"to push through"
"It�s no good trying to put off the evil day (the time when sth unpleasant has to be done).";"to put off"
"Requests for blankets, tents and medical supplies are flowing into the offices of the relief organizations.";"to linger on"
"It was all agreed that this gallery was to put on a one-man show (exhibition of paintings). OD";"to put on"
"Head Office has put out an official statement denying press reports of a possible take-over.";"to put out"
"At the moment we are trying to put through a mass literacy programme.";"to put through"
"The families that had enriched themselves in the previous generation now scrambled for offical posts and honours.";"to scramble for"
"He was locked up for trying to break the Official Secrets Act.";"to lock up (in)"
"The high current taken by the armature when the motor is thus semi-stalled causes it to burn out.";"to burn out (3)"
"""Fresh salmon doesn�t come in before February, does it?""";"to come in (3)"
"The socialists came in at the last election. R&C";"to come in (1)"
"Where did Peter come in - second or third? OD";"to come in (4)"
"I thought of this, and thought of that, and altogether I came over quite absent-minded. OD";"to come over (1)"
"Don�t stay on the rocks too long; the tide is coming in fast and you might get cut off.";"to come in (5)"
"There has been some tapering off in demand following the price increases.";"to taper off"
"I managed to tap father for a few pounds towards our holiday fund.";"to tap (for)"
"""This is where you come in, Bill: while we are getting round to the enemy�s rear, you will distract them by a few bursts of machine-gun fire."" OD";"to come in (2)"
"It is high time that the government grappled with the ever-growing unemployment in the country. OD";"to grapple with"
"Just let him try coming the big boss over me!";"to come over (3)"
"News is just coming in of an air-crash over the Atlantic. We will give further details as  soon as they are received.";"to come in (6)"
"Our trading connection has been broken off owing to a disagreement over prives.";"to break off"
"You should try to acquaint yourself with the facts, before you express an opinion.";"to acquaint with"
"These facts admit of no contradiction.";"to admit of"
"The poor boy was afflicted with diabetes";"to afflict with"
"As daylight ebbed away, the lights of the village came on one by one.";"to ebb away"
"The European powers scrambled for trading posts in the areas that had been opened up. OD";"to scramble for"
"""Do these regulations apply to me?"" ""Yes, they apply to everyone, without exception.""";"to apply (to)"
"Harold lingered on and on, and even treated himself to a third half-pint.";"to linger on"
"Strong feelings were poured out";"to pour forth/out"
"Their social position had been much stepped up.";"to step up"
"She wanted to marry, but her mother could never be won over";"to win over (to)"
"A summer fire can wipe out all the pasture feed.";"to wipe out"
"In that family they are always wrangling about something.";"to wrangle (about/over)"
"These questions, long wrestled with, were now resolved.";"to wrestle with"
"Jobs were not so easy to come by when I was a boy as they are now.";"to come by"
"""I must tell you of one fault I do consider a little serious. There is a widening crack appearing in the central gangway towards the rear of the plane.""
(aircraft joke)";"fault"
"After a very enjoyable bathe he came out and to his horror found that, with the exception of his bowler hat, his clothes had been stolen.";"bowler (hat)"
"The flight had started an a few minutes passed when the pilot, an American, came on the tannoy:
(aircraft joke)";"on the tannoy"
"The family had been spending the day at the seaside. It was time to go home when the wife notied her husband anxiously searching the beach. ""What are you looking for?"" she called out.
""A piece of toffee"" he replied.
""We can�t waste time doing that"" she ";"to search"
"The agent drew himself up in all his dignity and said: ""The man who owned this cottage lived in it for thirty years and ....";"to draw oneself up"
"""Many of you who are now, I�m sure, looking through this crack will be able to see the Atlantic rollers down below you. Some, with good sight, will be able to see a small rubber dinghy on those rollers.""
(aircraft joke)";"roller"
